mol_id,smiles,antibacterial,antifungal,antiviral,not_antibacterial,not_antifungal,not_antiviral
4969,Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,5,,,,,
4970,CNC(=N)NCCCC=CCCCC(C)CC(C)C1OC(=O)C(C)C(O)C=CC(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC(CC(OC(=O)CC(=O)O)CC(O)CC(O)C(C)C(O)C=CC=CC1C)CC(O)C2O,2,2,,,,
4971,Cc1nc2c(N)nc3cccnc3c2n1CC(C)C,,,3,,,
4972,*OC1CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C1OC,4,,,,,
4973,Nc1ccc(S(=O)(=O)[O-])cc1.Nc1ccc(S(=O)(=O)[O-])cc1.O.O.O.O.[Zn+2],2,,,,,
4974,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCS(=O)C3)SC12,3,,,,,
4975,Cc1c(C(=O)OCCO)[n+]([O-])c2ccccc2[n+]1[O-],2,,,,,
4976,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)[O-].O.[Na+],3,,,,,
4977,CC1(C)C(NC(=O)C(=NOCC(=O)[O-])c2csc(N)n2)C(=O)N1OS(=O)(=O)[O-].C[N+](C)(C)CCO.C[N+](C)(C)CCO,3,,,,,
4978,Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,,,4,,,
4979,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O,3,,,,,
4980,CCCCC1CC(=O)C2(O)OC3C(NC)C(O)C(NC)C(O)C3OC2O1.O.O.O.O.O.O=S(=O)(O)O,3,,,,,
4981,CCCCCCCCCCCCCCCCCC(=O)OCC(CCOC(=O)C(N)C(C)C)Cn1cnc2c(=O)nc(N)[nH]c21,,,5,,,
4982,CC(C)C(N)C(=O)OC1CC(n2ccc(N)nc2=O)OC1CO.Cl.Cl,,,5,,,
4983,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C.O=C(O)C=CC(=O)O,,,4,,,
4984,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.[Na+].[Na+],,,4,,,
4985,CCCCN1C(=O)C(C(O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,,,4,,,
4986,CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-].NCCCCC(N)C(=O)O,3,,,,,
4987,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C)(C)C5CCC43C)C12.CNCC(O)C(O)C(O)C(O)CO.CNCC(O)C(O)C(O)C(O)CO,,,3,,,
4988,CC(C)N1CCN(c2ccc(N3CCN(c4ccc(OCC5OCC(Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O,,4,,,,
4989,O=C(O)CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,5,,,,,
4990,Nc1ccc(S(=O)(=O)c2ccc(NCC(=O)[O-])cc2)cc1.[Na+],4,,,,,
4991,O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,2,,,,,
4992,CCCOC(=O)c1sc(C(=O)OCCC)c(O)c1O,,1,,,,
4993,O=C1NOCC1N=Cc1ccc(C=NC2CONC2=O)cc1,1,,,,,
4994,O=C(NCN1CCOCC1)c1cnccn1,2,,,,,
4995,O=C(O)CSC(SCC(=O)O)SCC(=O)O,2,,,,,
4996,CC(C)=CC(=O)NS(=O)(=O)c1ccc(N)cc1,2,,,,,
4997,N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(Cl)cc2)CC1)Nc1ccc(Cl)cc1,,3,,,,
4998,CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)[O-].[Na+],3,,,,,
4999,*C(=O)c1csc(-c2csc(CCNC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c3nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c3C)C(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(OC(N)=O)C3O)c3c[nH]cn3)C(C)O)n2)n1,8,,,,,
5000,[H]C12SC(C)(C)C(C(=O)O)N1C(=O)C2NC(=O)C(N)c1ccccc1.[H]C12SC(C)(C)C(C(=O)O)N1C(=O)C2NC(=O)C(N)c1ccccc1.c1ccc(CNCCNCc2ccccc2)cc1,3,,,,,
5001,*CC1NC(=O)C(N)CNC(=O)C(C2CC=NC(N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CN*)NC1=O,14,,,,,
5002,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)C(NC(=O)Cc4cccs4)C3SC2)cc1,4,,,,,
5003,[H]C12SCC(COC(C)=O)=C(C(=O)O)N1C(=O)C2NC(=O)CSc1ccncc1.[H]C12SCC(COC(C)=O)=C(C(=O)O)N1C(=O)C2NC(=O)CSc1ccncc1.c1ccc(CNCCNCc2ccccc2)cc1,3,,,,,
5004,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cn3ccc(=N)n3CCO)CSC12)c1csc(N)n1,4,,,,,
5005,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CSC12)c1csc(N)n1,4,,,,,
5006,CCCCCCCCCCCCCCCCCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,5,,,,,
5007,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1.Cl,,4,,,,
5009,CC(O)C(=O)O.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,3,,,,,
5010,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O.O=C(O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,3,,,,,
5011,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)[O-].Clc1ccc(Cn2c(CN3CCCC3)[nH+]c3ccccc32)cc1,2,,,,,
5012,COC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(Cl)c(Cl)c1.[KH],3,,,,,
5013,*CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCN)NC1=O)C(C)O,7,,,,,
5014,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,4,,,,,
5015,Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1,,,2,,,
5016,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21.Cl,3,,,,,
5017,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,,3,,,,
5018,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1.O=[N+]([O-])O,,3,,,,
5019,N=C1NCCC(C2NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)CC(N)C(O)CCN)CNC2=O)N1,4,,,,,
5020,CC(C)c1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,,,2,,,
5021,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,4,,,,,
5022,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O.N#CS,3,,,,,
5023,CC(=O)NC(CS)C(=O)O.CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,4,,,,,
5024,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],3,,,,,
5025,CC1OC1P(=O)([O-])[O-].[Ca+2],3,,,,,
5026,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)C1=C(CCC=C(C)C)C(=O)O.OCCNCCO,3,,,,,
5027,O.[H]C12CC(O)C3([H])C4(C)CCC(O)C(C)C4([H])CCC3(C)C1(C)CC(OC(C)=O)C2=C(CCC=C(C)C)C(=O)O.[H]C12CC(O)C3([H])C4(C)CCC(O)C(C)C4([H])CCC3(C)C1(C)CC(OC(C)=O)C2=C(CCC=C(C)C)C(=O)O,3,,,,,
5028,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Mg+2],3,,,,,
5029,CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,4,,,,,
5030,Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,5,,,,,
5031,O=C(NNCS(=O)(=O)O)c1ccncc1,1,,,,,
5032,C1N2CN3CN1CN(C2)C3.O=C(O)c1cc(S(=O)(=O)O)ccc1O,3,,,,,
5033,*C1C(O)C(N)CC(N)C1OC1OC(CN)C(O)C(O)C1N,4,,,,,
5034,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21.O=C(O)c1cccnc1,3,,,,,
5035,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],3,,,,,
5036,CC[NH+](CC)CCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C.[I-],6,,,,,
5037,CCCCCOc1ccccc1C(N)=O,,2,,,,
5038,Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNC(C)c3ccccc3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1c[nH]cn1,5,,,,,
5039,O.O.O.O.[Ca+2].[H]C12SC(C)(C)C(C(=O)[O-])N1C(=O)C2NC(=O)COc1ccccc1.[H]C12SC(C)(C)C(C(=O)[O-])N1C(=O)C2NC(=O)COc1ccccc1,3,,,,,
5040,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(OC2CCCCO2)C(C)O1.Cl,4,,,,,
5041,*CC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,4,,,,,
5042,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C.[NaH],4,,,,,
5043,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C.[NaH],3,,,,,
5044,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1.Cl,4,,,,,
5045,*OC1CC(=O)OC(C)CC=CC=CC(OC2CCC([NH+](C)C)C(C)O2)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C([NH+](C)C)C2O)C1OC.O=C([O-])CCCCC(=O)[O-],3,,,,,
5046,*OC1CC(=O)OC(C)CC=CC=CC(OC2CCC(N(C)C)C(C)O2)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C1OC.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,3,,,,,
5047,Nc1ccc(S(=O)(=O)Nc2cncc(Cl)n2)cc1,3,,,,,
5048,COc1cc([N-]S(=O)(=O)c2ccc(N)cc2)nc(OC)n1.[Na+],3,,,,,
5049,Cc1cc(C)nc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],2,,,,,
5050,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1.[NaH],3,,,,,
5051,COc1nsnc1NS(=O)(=O)c1ccc(N)cc1,2,,,,,
5052,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2.CS(=O)(=O)O,3,,,,,
5053,COC1(NC(=O)C(C(=O)[O-])c2ccsc2)C(=O)N2C(C(=O)[O-])C(C)(C)SC21.[Na+].[Na+],3,,,,,
5054,CSCC(C=O)NC(=O)C(N)C(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(S(C)(=O)=O)cc1,4,,,,,
5055,CS(=O)(=O)c1ccc(C(O)C(COC(=O)CN)NC(=O)C(Cl)Cl)cc1.Cl,4,,,,,
5056,CC(O)C(=O)O.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,3,,,,,
5057,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2.Cl,,,2,,,
5058,C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)C(N)C(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,5,,,,,
5059,C=CC1(C)CC(OC(=O)CSC(C)(C)CNC(=O)C(N)C(C)C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O.Cl,5,,,,,
5060,N#CNc1nncs1,,,2,,,
5061,C=CCCCCCCCCC(=O)[O-].C=CCCCCCCCCC(=O)[O-].[Cu+2],,1,,,,
5062,CC(C)Cn1cnc2c(N)nc3cccnc3c21,,,3,,,
5063,CC(C)Cn1cnc2c(N)nc3cccnc3c21.CCS(=O)(=O)O,,,2,,,
5064,Cc1oc(=O)oc1COC(=O)C1=C(C2CCCO2)SC2C(C(C)O)C(=O)N12,3,,,,,
5065,NC(CCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,3,,,,,
5066,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,,,6,,,
5067,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CC(C(=O)N4CCC(NC(=O)CNC(=N)N)C4)N(C)C3)C(C)C12,4,,,,,
5068,CC(C)C(N)C(=O)OC1C(CO)OC(n2ccc(N)nc2=O)C1(C)O.Cl.Cl,,,4,,,
5069,C=C(F)c1sc(CNCCCNc2cc(=O)c3ccccc3[nH]2)c(C)c1Br,3,,,,,
5070,CNCC(O)C(O)C(O)C(O)CO.Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,5,,,,,
5071,CC(=O)NCC1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1.Cl,4,,,,,
5072,O=C(NN1C(=O)C2C3C=CC(C4CC34)C2C1=O)c1ccc(C(F)(F)F)cc1,,,2,,,
5073,COC(C(O)CO)C1OC(C(=O)O)=CC(NC(=N)N)C1NC(C)=O,,,3,,,
5074,NC(=O)c1nc(F)cnc1O,,,4,,,
5075,CCCCCCCC(=O)OCC(O)C(OC)C1OC(C(=O)O)=CC(NC(=N)N)C1NC(C)=O.O,,,3,,,
5076,CC(C)C(=O)OCC1(N=[N+]=[N-])OC(n2ccc(N)nc2=O)C(OC(=O)C(C)C)C1OC(=O)C(C)C,,,2,,,
5077,CC(C)C(=O)OCC1(N=[N+]=[N-])OC(n2ccc(N)nc2=O)C(OC(=O)C(C)C)C1OC(=O)C(C)C.Cl,,,2,,,
5078,CCc1cc(CCC2(C3CCCC3)CC(O)=C(Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc(CC)n1,,,5,,,
5079,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,,,1,,,
5080,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C2(C)CC(C)C(=NC(C)=O)C(C)C(OCC(=NOCc3ccc(-n4cccn4)nc3)CO2)C1(C)O,4,,,,,
5081,CCCCC(NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1,,,4,,,
5082,CC1C=C(c2csc(SC3=C(C(=O)O)N4C(=O)C(C(C)O)C4C3C)n2)CN1,2,,,,,
5083,CCC(CC)C(=O)OCOC(=O)C1=C(SC2CCS(=O)C2)SC2C(C(C)O)C(=O)N12,4,,,,,
5084,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3].[K+].[K+].[K+].[K+].[K+],2,,,,,
5085,CC(=O)N(c1ccnn1-c1ccccc1)S(=O)(=O)c1ccc(N)cc1,2,,,,,
5086,O.O.O=C(NN=CC(O)C(O)C(O)C(O)C(=O)[O-])c1ccncc1.[Na+],2,,,,,
5087,CC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC(F)F)CCN1.Cl,2,,,,,
5088,CC1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,3,,,,,
5089,CON=C(C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=CCSC12)c1csc(NC(=O)C(C)N)n1.Cl,4,,,,,
5090,CS(=O)(=O)O.Cc1c(N2CC(N)C3(CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12,4,,,,,
5091,CC(=O)OCOC(=O)C1=C(COC(N)=O)SC2C(C(C)O)C(=O)N12.O,4,,,,,
5092,CSc1ncc(OCC#CI)cn1,,1,,,,
5093,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,,,4,,,
5094,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O.[NaH],,,4,,,
5095,COP(=O)(c1cc(C)cc(C=CC#N)c1)c1c(C(N)=O)[nH]c2ccc(Cl)cc12,,,3,,,
5096,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cc1ccc(S(=O)(=O)O)cc1,3,,,,,
5097,Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,,,5,,,
5098,CCC1CC1(NC(=O)C1CCC2OC(=O)N3Cc4cccc(c4C3)CCCCC(C)(C)COC(=O)NC(C(C)(C)C)C(=O)N21)C(=O)NS(=O)(=O)C1CC1,,,4,,,
5099,CCC1OC(=O)CC(OC(C)=O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC(C)C)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC.O=C(O)C(O)C(O)C(=O)O,3,,,,,
5100,*C(=O)C(CCSC)NCCCOCCOC,,,4,,,
5101,CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)C3C4CCC(C4)C3N(Cc3ccc(F)cc3)C1=O)N2,,,5,,,
5102,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)C(CC(=O)N1CCCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,,,5,,,
5103,CC(=O)NCC1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,6,,,,,
5104,CCCCCc1ccc(C(C)=CC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)NC2C(=O)NCC(=O)NC(CCCN)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CO)C(=O)NC(C(C)CC(=O)O)C(=O)NC(CC(=O)c3ccccc3N)C(=O)OC2C)cc1,2,,,,,
5105,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCCC(CC(=O)N5CCCC(F)(F)C5)C(=O)N4C3)cc(-c3csc(C(C)C)n3)nc2c1C,,,4,,,
5106,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)[N-]S(=O)(=O)C6CC6)CC5C=CCCCCCC(CC(=O)N5CCCC(F)(F)C5)C(=O)N4C3)cc(-c3csc(C(C)C)n3)nc2c1C.[Na+],,,4,,,
5107,CCC1CC1(NC(=O)C1CC(Oc2cc(-c3csc(NC(C)C)n3)nc3c(Cl)c(OCCN4CCOCC4)ccc23)CN1C(=O)C(NC(=O)OC1CC2CC2C1)C(C)(C)C)C(=O)O,,,4,,,
5108,N=C(N)NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCNC(=N)N)c3OC3CCNC3)ncn2)c1OC1CCNC1,2,,,,,
5109,Cl.Cl.Cl.Cl.N=C(N)NCCCCC(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2cc(C(=O)Nc3cc(C(F)(F)F)cc(NC(=O)CCCCNC(=N)N)c3OC3CCNC3)ncn2)c1OC1CCNC1,1,,,,,
5110,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4CC3CC12.Cl.Cl,3,,,,,
5111,CC1CCC(C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)C2CCC(O)CC2)CC1,,,4,,,
5112,COc1c(N2CCCC(=C(F)CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,5,,,,,
5113,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)[O-].[Na+],,,4,,,
5114,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)[N-]S(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+],,,6,,,
5115,CC(C)C(=O)OCC1OC(n2ccc(N)nc2=O)C(C)(F)C1OC(=O)C(C)C,,,4,,,
5116,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21.Cl.O,,,4,,,
5117,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1.O,5,,,,,
5118,COc1c(N2CCCC(=C(F)CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12.Cl,5,,,,,
5119,CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,,,3,,,
5120,CC1COC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.[Na+],,,3,,,
5121,C#CC1(CO)C=CC(n2cc(C)c(=O)[nH]c2=O)O1,,,3,,,
5122,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2cc(C=CC(=O)O)ccc21,,,4,,,
5123,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,,,3,,,
5124,Cc1cnc(C(=O)NC2CCCCCC=CC3CC3(C(=O)NS(=O)(=O)C3CC3)NC(=O)C3CC(Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1.O.O,,,4,,,
5125,COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(C2CCC(c3ccc(NC(=O)C4CCCN4C(=O)C(NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C.COC(=O)NC(C(=O)N1CCCC1C(=O)Nc1ccc(C2CCC(c3ccc(NC(=O)C4CCCN4C(=O)C(NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C.O.O.O.O.O.O.O.O.O,,,4,,,
5126,CC(C)=O.COC(=O)NC(C(=O)N1CC2(CC2)CC1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c(C6C7CCC(C7)N6C(=O)C(NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,,,4,,,
5127,COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,,,4,,,
5128,COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21.Cl,,,4,,,
5129,Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2cc(C=CC(=O)[O-])ccc21.[Na+],,,4,,,
5130,COC(=O)NC(C(=O)N1CCCC1C1=NCC(c2ccc3c(c2)OC(c2ccccc2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)=N1)C(C)C,,,4,,,
5131,Nc1nc2c(ncn2C=C2CC2(CO)CO)c(=O)[nH]1,,,5,,,1
5132,CNC1C(O)C(OC2C(NC(=O)C(O)CCN)CC(N)C(OC3OC(CNCCO)=CCC3N)C2O)OCC1(C)O.O=S(=O)(O)O,4,,,,,
5133,COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc(-c3csc4c(-c5ccc6nc(C7CCCN7C(=O)C(NC(=O)OC)C(C)C)[nH]c6c5)csc34)cc2)[nH]1)c1ccccc1,,,3,,,
5134,CON(C)Cc1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O.Cl,1,,,,,
5135,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,,,3,,,
5136,COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O.NC(CO)(CO)CO,,,3,,,
