mol_id,smiles,antibacterial,antifungal,antiviral,not_antibacterial,not_antifungal,not_antiviral
3105,COC(=O)OCOc1c2n(ccc1=O)N(C1c3ccccc3SCc3c1ccc(F)c3F)C1COCCN1C2=O,,,6,,,
3106,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,4,,,,,
3107,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,4,,,,,
3108,CCC(C)C1OC(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)NC(=O)C(C(C)C)N(C)C(=O)C(C(C)C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC1=O,,1,,,,
3109,[Ag+],1,,,,,
3110,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1,5,,,,,
3111,Cc1oc(=O)oc1COC(=O)N1CCC(N2CCC(=CC3=C(C(=O)O)N4C(=O)C(NC(=O)C(=NO)c5nsc(N)n5)C4SC3)C2=O)C1,2,,,,,
3112,CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C2CCCN2C(=O)C(CO)NC(=O)C(C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CCCN)NC(=O)C(CCN)NC1=O,4,,,,,
3113,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CSC12)c1csc(N)n1)C(=O)O,9,,,,,
3114,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(O)C1C,1,,,,,
3115,Cc1cc(-c2ccccc2)c(C(=O)C(=O)Nc2ccc(N3CCN(c4ncc(F)cn4)CC3)cc2)n1C,,2,,,,
3116,CCOCCOC1CCC(CC(C)C2CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C(C)C(OC)CC3CCC(C)C(O)(O3)C(=O)C(=O)N3CCCCC3C(=O)O2)CC1OC,1,,,,,
3117,CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C,4,1,,,,
3118,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc2nc(NC3CCN(C4CCCC4)CC3)sc2c1,,,1,,,
3119,C=C1NC(=O)c2nc(oc2C)C(=C)NC(=O)C(C(C)(C)O)NC(=O)C(=C)NC(=O)c2coc(n2)C(=CC)NC(=O)C(C(C)O)NC(=O)c2csc(n2)-c2ccc(C(=O)NC(=C)C(=O)NC(C)C(N)=O)nc2-c2coc(n2)C(=C)NC1=O,1,,,,,
3120,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,,,3,,,
3121,CCON=C(c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,,,7,,,
3122,CCCCOCCOc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(S(=O)Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1.CS(=O)(=O)O,,,8,,,
3123,CCn1nc(Cc2ccccc2)cc1C1CCN(CC2CC(N(C)C(C(=O)O)C(C)C)CC2c2cccc(F)c2)CC1,,,3,,,
3124,Cc1ccnc(C)c1C(=O)N1CCC(C)(N2CCN(C(C)c3ccc(C(F)(F)F)cc3)C(C)C2)CC1,,,3,,,
3125,Cc1ccc(-c2ccc3c(c2)C=C(C(=O)Nc2ccc(C[N+](C)(C)C4CCOCC4)cc2)CCC3)cc1.[Cl-],,,3,,,
3126,CC(=O)NC(CCN1C2CCC1CC(n1c(C)nc3c1CCN(C(=O)C(C)C)C3)C2)c1cccc(F)c1,,,3,,,
3127,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2cc(F)cc(F)c2)C2CCN(S(C)(=O)=O)CC2)CC1,,,3,,,
3128,C=CCN(C(=O)OCc1ccc([N+](=O)[O-])cc1)C1CCN(CC2CN(C(=O)C3CCCC3)CC2(O)c2ccccc2)CC1,,,3,,,
3129,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,,7,,,,
3130,O=CC(n1cncn1)C(O)(Cn1cncn1)c1ccc(F)cc1F,,2,,,,
3131,[H]C([H])([H])C([H])([H])C(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,,2,,,,
3132,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,,7,,,,
3133,CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,,,7,,,
3134,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O.O,,,6,,,
3135,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1.Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1.O,,,4,,,
3136,Cn1c(N2CCCCS2(=O)=O)nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O,,,3,,,
3137,COc1ncc(OC)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,,,3,,,
3138,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O.O=S(=O)(O)O,,,7,,,
3139,CCCCOC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)OC1C(O)C(CO)OC(O)C1NC(C)=O,,,2,,,
3140,Nc1nc2c(ncn2C2CC(CO)C2CO)c(=O)[nH]1,,,6,,,
3141,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,,,6,,,
3142,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12.Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,,,2,,,
3143,C=C(C)C1CCC2(NCCN3CCS(=O)(=O)CC3)CCC3(C)C(CCC4C5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)C5CCC43C)C12,,,2,,,
3144,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O,,,7,,,
3145,Cc1oc2c(C)c3oc(=O)cc(C)c3cc2c1CN.Cl,,,2,,,
3146,CC(C)C1=C2C3CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(O)CN(CCN(C)C)Cc2ccc(Cl)cc2)CC1=O,,,2,,,
3147,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2nccs2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,,,3,,,
3148,CCOC(=O)C(CS)NC(=O)CCC(N)C(=O)O,,,2,,,
3149,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1.Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1.O=S(=O)(O)O,,,7,,,
3150,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.CC(C)c1nc(CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1.COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2C(CO)C(C)C.Nc1nc(=O)n(C2CSC(CO)O2)cc1F.O=C(O)C=CC(=O)O,,,2,,,
3151,Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl.c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,,,2,,,
3152,CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,,,7,,,
3153,Cc1cn(C2OC(CO[Si](C)(C)C(C)(C)C)C3(OS(=O)(=O)C=C3N)C2O[Si](C)(C)C(C)(C)C)c(=O)[nH]c1=O,,,4,,,
3154,NC(=O)N=NC(N)=O,,,2,,,
3155,Br.Br.Br.Br.Br.Br.Br.Br.c1cc2nc(c1)CCNCCN(Cc1ccc(CN3CCNCCc4cccc(n4)CCNCC3)cc1)CCNCC2,,,2,,,
3156,COC1CC(=O)C23C(=O)NC(CC(C)C)C2C(C)=C(C)C(O)C3C=C(C)CCC(O)C1O,,,3,,,
3157,CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C,,,3,,,
3158,CC(C)CN(CC(OP(=O)([O-])[O-])C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],,,7,,,
3159,Cc1cn(C2CC(O)C(COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4cnc5c(N)ncnc54)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cnc5c(N)ncnc54)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cnc5c(=O)[nH]c(N)nc54)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3CO)O2)c(=O)[nH]c1=O,,,2,,,
3160,C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(=O)C(c2c(C(C)(C)C=C)[nH]c3ccccc23)=C(O)C1=O,,,3,,,
3161,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.Nc1nc(=O)n(C2CSC(CO)O2)cc1F.O=C(O)C=CC(=O)O,,,4,,,
3162,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12.O.[Na+],,,3,,,
3163,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],,,6,,,
3164,COC(=O)c1c(N)c2cccnc2n(O)c1=O,,,4,,,
3165,CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(NC(=O)C(CCSC)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(N)Cc1ccc(O)cc1)C(C)CC)C(C)CC)C(=O)O,,,3,,,
3166,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12.Nc1ccn(C2CSC(CO)O2)c(=O)n1.Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,,,2,,,
3167,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1.O=S(=O)(O)O,,,5,,,
3168,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,,,7,,,
3169,Nc1ccn(C2COC(CO)O2)c(=O)n1,,,2,,,
3170,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(N)CC(N)=O)C(C)C)C(C)C)C(C)O)C(C)C)C(=O)NC(C(=O)NC(CS)C(=O)NC(C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CCC(=O)O)C(=O)O)C(C)O)C(C)O,,,2,,,
3171,CCCCOC(=O)C(CCC(N)=O)NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(C)=O)C(O)C(O)CO,,,2,,,
3172,Nc1nc(=O)n(C2C=CC(CO)O2)cc1F,,,7,,,
3173,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC=C(c5cc(Cl)c(O)c(C(=O)O)c5)c5cc(Cl)c(O)c(C(=O)O)c5)CCC4(C)C3CCC12C,,,2,,,
3174,COC(=O)c1c(Nc2ccc(-c3ccc(N)cc3)cc2)c2cccnc2n(O)c1=O,,,4,,,
3175,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1.CCO,,,6,,,
3176,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)([O-])[O-].[H+].[H+],,,3,,,
3177,Cc1cn(C2CC(O)C(COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4cnc5c(N)ncnc54)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cnc5c(N)ncnc54)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cnc5c(=O)[nH]c(N)nc54)OC3COP(=O)(S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3COP(O)(=S)OC3CC(n4cc(C)c(=O)[nH]c4=O)OC3COP(O)(=S)OC3CC(n4ccc(N)nc4=O)OC3CO)O2)c(=O)[nH]c1=O,,,2,,,
3178,Nc1ccc(-c2ccc(Nc3cc(=O)n(O)c4ncccc34)cc2)cc1,,,4,,,
3179,O=C(C=Cc1ccc(O)c(O)c1)OC(C(=O)O)C(OC(=O)C=Cc1ccc(O)c(O)c1)C(=O)O,,,3,,,
3180,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccc2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,,,3,,,
3181,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1.Nc1nc(=O)n(C2CSC(CO)O2)cc1F.O=C(O)C=CC(=O)O,,,4,,,
3182,Cc1oc2c(C)c3oc(=O)cc(C)c3cc2c1CN,,,2,,,
3183,CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C(N)CSSCC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(C(C)O)NC1=O,,,2,,,
3184,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O.Nc1ccn(C2CSC(CO)O2)c(=O)n1,,,4,,,
3185,Nc1nc2c(ncn2C2C=CC(CO)O2)c(=O)[nH]1,,,2,,,
3186,CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.Nc1nc(=O)n(C2CSC(CO)O2)cc1F.O=C(O)C=CC(=O)O.O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,,,4,,,
3187,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1.O=C(O)CCC(=O)O,,,8,,,
3188,Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,,,2,,,
3189,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)CC1C,,,4,,,
3190,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2nnn(C)n2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,,,3,,,
3191,CC(C)C(NC(=O)N(C)Cc1ccccn1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)N(C)Cc1ccccn1)C(C)C,,,3,,,
3192,O.O=C([O-])CP(=O)([O-])O.[Na+].[Na+],,,5,,,
3193,CCCn1c(=O)c2[nH]c(-c3cc(OC(=O)CNc4ccc(OC)c(OC)c4)nn3C)nc2n(CCC)c1=O,,,3,,,
3194,C#CC1(CO)OC(n2cnc3c(N)nc(F)nc32)CC1O,,,6,,,
3195,Cl.Cl[Te]1(Cl)OCCO1.N,,,3,,,
3196,O=C([O-])CP(=O)(O)O.[Na+],,,4,,,
3197,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(COC1OC(CS(=O)(=O)O)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCC,,,3,,,
3198,Cc1c(C(C)c2c(F)cccc2F)nc(N(C)C)[nH]c1=O,,,3,,,
3199,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1,,,4,,,
3200,O=C([O-])CP(=O)([O-])O.[Na+].[Na+],,,3,,,
3201,CCCCCCCCCCCCCCCC(=O)OC(COC1OC(CS(=O)(=O)[O-])C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCC.[Na+],,,3,,,
3202,O=C(O)CP(=O)(O)O.[Na+],,,3,,,
3203,Cl[Te]1(Cl)OCCO1,,,3,,,
3204,O=C([O-])P(=O)(O)O.O=C([O-])P(=O)(O)O.O=C([O-])P(=O)(O)O.[Na+].[Na+].[Na+],,,3,,,
3205,CC(=O)c1ccc(C)cc1NC(C(N)=O)c1c(Cl)cccc1Cl,,,7,,,
3206,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1.CS(=O)(=O)O,,,6,,,
3207,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,,,3,,,
3208,O=C([O-])CP(=O)(O)O.O=C([O-])CP(=O)(O)O.[Na+].[Na+],,,3,,,
3209,Cc1c(-c2cnccn2)ssc1=S,,,3,,,
3210,CCc1cc(NCc2nc3c(Cl)ccc(Cl)c3o2)c(=O)[nH]c1C,,,3,,,
3211,CCN(CC)C(=S)[S-].[Na+],,,1,,,
3212,CC1CCC2C(C)C(OC(=O)CCC(=O)[O-])OC3OC4(C)CCC1C32OO4.[Na+],,,1,,,
3213,CCCCCCC(=O)NC(CCC(=O)NC(CCCC(N)C(=O)O)C(=O)NC(C)C(=O)O)C(=O)O,1,,1,,,
3214,CCN(CC)C(=S)[S-],,,1,,,
3215,CCN(CC)C(=S)[S-].O.O.O.[Na+],,,1,,,
3216,COC1C=C2C3CC(C)(C)CCC3(CO)C(O)CC2(C)C2(C)CCC3C(C)(CO)C(OC4OC(C)C(O)C(OC5OC(CO)C(O)C(O)C5O)C4O)CCC3(C)C12,,,1,,,
3217,Nc1ncnc2c1ncn2CC(O)CO,,,1,,,
3218,CCC(=O)C(CCCCCCOc1ccc(OC)cc1Cl)C(=O)CC,,,3,,,
3219,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,,,1,,,
3220,[NH4+].[Na+].[O-2].[Sb+3].[W],,,1,,,
3221,CN(C)CCCOC1C(C(O)CO)OC2OC(C)(C)OC21.Cl,,,1,,,
3222,CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O,1,6,1,,,
3223,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2ccc3c(c2)cc2n3C(c3ccccc3)Oc3cc(C4=NC(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)N=C4)ccc3-2)[nH]1)C(C)C,,,1,,,
3224,N=C(N=C(N)N)N1CCOCC1,,,1,,,
3225,CCOC(C)C(=O)C=O,,,1,,,
3226,C=CCSSC=CCS(=O)CC=C,,1,1,,,
3227,Cn1cc(NC(=O)c2cc(NC(=O)CN=C(N)N)cn2C)cc1C(=O)NCCC(=N)N,1,,1,,,
3228,Cc1cn(C2CC(F)C(CO)O2)c(=O)[nH]c1=O,,,5,,,
3229,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC2C(O)C(COP(=O)(O)OC3C(O)C(COP(=O)(O)O)OC3n3cnc4c(N)ncnc43)OC2n2cnc3c(N)ncnc32)C(O)C1O,,,1,,,
3230,Cc1cn(C2CNCC(COP(=O)(N(C)C)N3CC(COP(=O)(N(C)C)N4CC(COP(=O)(N5CCNCC5)N5CC(COP(=O)(N(C)C)N6CC(COP(=O)(N(C)C)N7CC(COP(=O)(N(C)C)N8CC(COP(=O)(N(C)C)N9CC(COP(=O)(N%10CCNCC%10)N%10CC(COP(=O)(N(C)C)N%11CC(COP(=O)(N(C)C)N%12CC(COP(=O)(N(C)C)N%13CC(COP(=O)(N(C)C)N%14CC(COP(=O)(N(C)C)N%15CC(COP(=O)(N(C)C)N%16CC(COP(=O)(N(C)C)N%17CC(COP(=O)(N%18CCNCC%18)N%18CC(COP(=O)(N(C)C)N%19CC(COP(=O)(N(C)C)N%20CC(COP(=O)(N(C)C)N%21CC(COP(=O)(N(C)C)N%22CCN(C(=O)OCCOCCOCCO)CC%22)OC(n%22ccc(N)nc%22=O)C%21)OC(n%21cnc%22c(=O)[nH]c(N)nc%22%21)C%20)OC(n%20cnc%21c(=O)[nH]c(N)nc%21%20)C%19)OC(n%19cc(C)c(=O)[nH]c%19=O)C%18)OC(n%18cc(C)c(=O)[nH]c%18=O)C%17)OC(n%17cnc%18c(N)ncnc%18%17)C%16)OC(n%16cnc%17c(=O)[nH]c(N)nc%17%16)C%15)OC(n%15cnc%16c(N)ncnc%16%15)C%14)OC(n%14cnc%15c(N)ncnc%15%14)C%13)OC(n%13cnc%14c(=O)[nH]c(N)nc%14%13)C%12)OC(n%12cnc%13c(N)ncnc%13%12)C%11)OC(n%11ccc(N)nc%11=O)C%10)OC(n%10cc(C)c(=O)[nH]c%10=O)C9)OC(n9ccc(N)nc9=O)C8)OC(n8cnc9c(N)ncnc98)C7)OC(n7cc(C)c(=O)[nH]c7=O)C6)OC(n6ccc(N)nc6=O)C5)OC(n5cc(C)c(=O)[nH]c5=O)C4)OC(n4cc(C)c(=O)[nH]c4=O)C3)O2)c(=O)[nH]c1=O,,,1,,,
3231,CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C2CCCN2C(=O)C(C)O)C(C)OC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)C(=O)C(C(C)C)OC(=O)CC1O,,,1,,,
3232,CCC(C)C1NC(=O)C(C(C)=O)=C1O,,,1,,,
3233,CC(C)C1NC(=O)C(CC2(O)c3ccccc3N3C(=O)C(C)(C)NC32)n2c1nc1ccccc1c2=O,,,1,,,
3234,COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2cc(F)c3c(c2)OC(c2cnc(C4CC4)s2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,,,1,,,
3235,Nc1ncnc2c1ncn2CC(CO)OCP(=O)(O)O,,,1,,,
3236,CN(C)CCC[Si](C)(C)[O-].[OH-].[Si+4].c1ccc2c(c1)-c1cc3nc(nc4[n-]c(nc5[n-]c(nc-2n1)c1ccccc51)c1ccccc41)-c1ccccc1-3,,,1,,,
3237,Nc1ncnc2c1ncn2C1CCC(CO)O1,,,2,,,
3238,CCOC(C)C(=O)C(O)O,,,3,,,
3239,O=C1CCCC2C3CCC[N+]4([O-])CCCC(CN12)C34,,,1,,,
3240,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1Br,,,1,,,
3241,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,,,1,,,
3242,CCC(CC)C(NC(C)=O)C1C(N=C(N)N)CC(C(=O)O)C1O.O.O.O,,,1,,,
3243,NC(N)=NO,,,1,,,
3244,CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(Cl)C1O)Oc1ccccc1,,,5,,,
3245,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N,1,,1,,,
3246,CCc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,,,5,,,
